1212,"Air Max",NULL,"","RMX","AEROMAX","Bulgaria","N"
1213,"Air Salone",NULL,"20","RNE","AIR SALONE","Sierra Leone","Y"
1214,"Aeronem Air Cargo",NULL,"","RNM","AEROMNEM","Ecuador","N"
1215,"Air Cargo Masters",NULL,"","RNR","RUNNER","United States","N"
1216,"Armavia",NULL,"U8","RNV","ARMAVIA","Armenia","Y"
1217,"Aeroeste",NULL,"","ROE","ESTE-BOLIVIA","Bolivia","N"
1218,"Aero Gen",NULL,"","ROH","AEROGEN","Mexico","N"
1219,"Avior Airlines",NULL,"","ROI","AVIOR","Venezuela","N"
1220,"Aeroel Airways",NULL,"","ROL","AEROEL","Israel","N"
1221,"Aeromar",NULL,"BQ","ROM","BRAVO QUEBEC","Dominican Republic","N"
1222,"Aeroitalia",NULL,"","ROO","AEROITALIA","Italy","N"
1223,"Aerodan",NULL,"","ROD","AERODAN","Mexico","N"
1224,"AeroRep",NULL,"P5","RPB","AEROREPUBLICA","Colombia","Y"
1225,"Aerolineas Del Pacifico",NULL,"","RPC","AEROPACSA","Ecuador","N"
1226,"Aero Roca",NULL,"","RRC","AEROROCA","Mexico","N"
1227,"Aerotransportes Internacionales De Torreon",NULL,"","RRE","AERO TORREON","Mexico","N"
1228,"Acvila Air-Romanian Carrier",NULL,"","RRM","AIR ROMANIA","Romania","N"
1229,"Aerolineas Ejecutivas Tarascas",NULL,"","RSC","TARASCAS","Mexico","N"
1230,"Aero-Service",NULL,"BF","RSR","CONGOSERV","Republic of the Congo","Y"
1231,"Aerosur",NULL,"5L","RSU","AEROSUR","Bolivia","Y"
1232,"Aeronorte",NULL,"","RTE","LUZAVIA","Portugal","Y"
1233,"Artis",NULL,"","RTH","ARTHELICO","France","N"
1234,"Arhabaev Tourism Airlines",NULL,"","RTO","ARTOAIR","Kazakhstan","N"
1235,"Air Turquoise",NULL,"","RTQ","TURQUOISE","France","N"
1236,"Aerotucan",NULL,"","RTU","AEROTUCAN","Mexico","N"
1237,"Air Anastasia",NULL,"","RUD","ANASTASIA","Ukraine","N"
1238,"Air Rum",NULL,"","RUM","AIR RUM","Sierra Leone","N"
1239,"ACT Havayollari",NULL,"","RUN","CARGO TURK","Turkey","N"
1240,"Air VIP",NULL,"","RVP","AEROVIP","Portugal","N"
1241,"Aircompany Veteran",NULL,"","RVT","AIR-VET","Armenia","N"
1242,"Alliance Express Rwanda",NULL,"","RWB","","Rwanda","N"
1243,"Arrow Ecuador Arrowec",NULL,"","RWC","ARROWEC","Ecuador","N"
1244,"Aerogroup 98 Limited",NULL,"","RWY","TYNWALD","United Kingdom","N"
1245,"Aeroxtra",NULL,"","RXT","AERO-EXTRA","Mexico","N"
1246,"Express Air Charter",NULL,"","RXX","REX AIR","Canada","N"
1247,"Air Whitsunday",NULL,"","RWS","","Australia","N"
1248,"Aero Zambia",NULL,"","RZL","AERO ZAMBIA","Zambia","N"
1249,"Aero Zano",NULL,"","RZN","ZANO","Mexico","N"
1250,"Anoka Air Charter",NULL,"","RZZ","RED ZONE","United States","N"
1251,"Aerosaab",NULL,"","SBH","AEROSAAB","Mexico","N"
1252,"Associated Aviation",NULL,"","SCD","ASSOCIATED","Nigeria","N"
1253,"American Jet International",NULL,"","SCM","SCREAMER","United States","N"
1254,"Air Santo Domingo",NULL,"EX","SDO","AERO DOMINGO","Dominican Republic","N"
1255,"Aero Sudpacifico",NULL,"","SDP","SUDPACIFICO","Mexico","N"
1256,"Aero Servicios Ejecutivas Del Pacifico",NULL,"","SEF","SERVIPACIFICO","Mexico","N"
1257,"Aero California",NULL,"JR","SER","AEROCALIFORNIA","Mexico","N"
1258,"A-Safar Air Services",NULL,"","SFM","AIR SAFAR","Nigeria","N"
1259,"Aerosegovia",NULL,"","SGV","SEGOVIA","Nicaragua","N"
1260,"Airshare Holdings",NULL,"","SHH","AIRSHARE","United Kingdom","N"
1261,"Aerosiyusa",NULL,"","SIY","SIYUSA","Mexico","N"
1262,"Aero Silza",NULL,"","SIZ","AEROSILZA","Mexico","N"
1263,"Air San Juan",NULL,"","SJN","SAN JUAN","United States","N"
1264,"Aero-North Aviation Services",NULL,"","SKP","SKIPPER","Canada","N"
1265,"Aero Sami",NULL,"","SMI","SAMI","Mexico","N"
1266,"Avient Aviation",NULL,"Z3","SMJ","AVAVIA","Zimbabwe","Y"
1267,"Aerolineas Sol",NULL,"","SOD","ALSOL","Mexico","N"
1268,"Air Soleil",NULL,"","SOE","AIR SOLEIL","Mauritania","N"
1269,"Aero Soga",NULL,"","SOG","AEROSOGA","Guinea-Bissau","N"
1270,"Airspeed Aviation",NULL,"","SPD","SPEEDLINE","Canada","N"
1271,"Air Service",NULL,"M3","SPJ","AIR SKOPJE","Macedonia","N"
1272,"Aeroservicios Ejecutivos Del Pacifico",NULL,"","SPO","EJECTUIV PACIFICO","Mexico","N"
1273,"Asian Aerospace Service",NULL,"","SPY","THAI SPACE","Thailand","N"
1274,"Airworld",NULL,"","SPZ","SPEED SERVICE","South Africa","N"
1275,"Alsaqer Aviation",NULL,"","SQR","ALSAQER AVIATION","Libya","N"
1276,"Air Safaris and Services",NULL,"","SRI","AIRSAFARI","New Zealand","N"
1277,"Aero Servicio Corporativo",NULL,"","SRV","SERVICORP","Mexico","N"
1278,"Air Sultan",NULL,"","SSL","SIERRA SULTAN","Sierra Leone","N"
1279,"Aero 1 Pro-Jet",NULL,"","SSM","RAPID","Canada","N"
1280,"Airquarius Air Charter",NULL,"","SSN","SUNSTREAM","South Africa","N"
1281,"Aeropac",NULL,"","STK","SAT PAK","United States","N"
1282,"Air St. Thomas",NULL,"","STT","PARADISE","United States","N"
1283,"Aerolineas Del Sureste",NULL,"","SUE","AEROSURESTE","Mexico","N"
1284,"Aerial Surveys (1980) Limited",NULL,"","SUY","SURVEY","New Zealand","N"
1285,"Air Slovakia",NULL,"GM","SVK","SLOVAKIA","Slovakia","N"
1286,"Adler Aviation",NULL,"","SWH","SHOCKWAVE","Canada","N"
1287,"Aircompany Yakutia",NULL,"R3","SYL","AIR YAKUTIA","Russia","Y"
1288,"Aerosud Aviation",NULL,"","SYT","SKYTRACK","South Africa","N"
1289,"Aeroservicios de La Costa",NULL,"","TAA","AERO COSTA","Mexico","N"
1290,"Aeromar",NULL,"VW","TAO","TRANS-AEROMAR","Mexico","Y"
1291,"Aerotrebol",NULL,"","TBL","AEROTREBOL","Mexico","N"
1292,"Aero Taxi de Los Cabos",NULL,"","TBO","AERO CABOS","Mexico","N"
1293,"Air Turks and Caicos",NULL,"JY","TCI","KERRMONT","Turks and Caicos Islands","N"
1294,"Aerotranscolombina de Carga",NULL,"","TCO","TRANSCOLOMBIA","Colombia","N"
1295,"Air Cargo Express",NULL,"","TDG","TURBO DOG","United States","N"
1296,"Atlas Helicopters",NULL,"","TDT","TRIDENT","United Kingdom","N"
1297,"Air Today",NULL,"","TDY","AIR TODAY","United States","N"
1298,"Aero Servicios Azteca",NULL,"","TED","AEROAZTECA","Mexico","N"
1299,"Arkefly",NULL,"OR","TFL","ARKEFLY","Netherlands","Y"
1300,"Antair",NULL,"","TIR","ANTAIR","Mexico","N"
1301,"Atlantique Air Assistance",NULL,"","TLB","TRIPLE-A","France","N"
1302,"Aero Taxi Autlan",NULL,"","TLD","AEREO AUTLAN","Mexico","N"
1303,"Aero Util",NULL,"","TLE","AEROUTIL","Mexico","N"
1304,"Aero Toluca Internactional",NULL,"","TLU","AEROTOLUCA","Mexico","N"
1305,"Aero Taxi del Centro de Mexico",NULL,"","TME","TAXICENTRO","Mexico","N"
1306,"Aerotropical",NULL,"","TOC","TROPICMEX","Mexico","N"
1307,"Air Tomisko",NULL,"","TOH","TOMISKO CARGO","Serbia","N"
1308,"Airlines PNG",NULL,"CG","TOK","BALUS","Papua New Guinea","Y"
1309,"Aero Tanala",NULL,"","TON","AEROTANALA","Mexico","N"
1310,"Aero Tropical",NULL,"","TPB","AERO TROPICAL","Angola","N"
1311,"Air Cal",NULL,"TY","TPC","AIRCAL","France","N"
1312,"Air Horizon",NULL,"","TPK","TCHAD-HORIZON","Chad","N"
1313,"Aero Taxi del Potosi",NULL,"","TPO","TAXI-POTOSI","Mexico","N"
1314,"Aeroturquesa",NULL,"","TQS","AEROTURQUESA","Mexico","N"
1315,"Airmark Aviation",NULL,"","TRH","TRANSTAR","United States","N"
1316,"AirTran Airways",NULL,"FL","TRS","CITRUS","United States","Y"
1317,"Air Transat",NULL,"TS","TSC","TRANSAT","Canada","Y"
1318,"airtransse",NULL,"","TSQ","AIRTRA","Japan","N"
1319,"Aerolineas Turisticas del Caribe",NULL,"","TTB","AERO TURISTICAS","Mexico","N"
1320,"Avcenter",NULL,"","TTE","TETON","United States","N"
1321,"Air Tungaru",NULL,"","TUN","TUNGARU","Kiribati","N"
1322,"Avialeasing Aviation Company",NULL,"EC","TWN","TWINARROW","Uzbekistan","Y"
1323,"Aerotaxis del Noroeste",NULL,"","TXD","TAXI OESTE","Mexico","N"
1324,"Aerotaxis Alfe",NULL,"","TXF","ALFE","Mexico","N"
1325,"Aereotaxis",NULL,"","TXI","AEREOTAXIS","Mexico","N"
1326,"Tyrolean Airways",NULL,"VO","TYR","TYROLEAN","Austria","Y"
1327,"Aero Tomza",NULL,"","TZA","AERO TOMZA","Mexico","N"
1328,"Air Zambezi",NULL,"","TZT","ZAMBEZI","Zimbabwe","N"
1329,"Afra Airlines",NULL,"","UAG","AFRALINE","Ghana","N"
1330,"Aerostar Airlines",NULL,"","UAR","AEROSTAR","Ukraine","N"
1331,"Air Division of the Eastern Kazakhstan Region",NULL,"","UCK","GALETA","Kazakhstan","N"
1332,"Aero-Charter Ukraine",NULL,"DW","UCR","CHARTER UKRAINE","Ukraine","N"
1333,"Air LA",NULL,"","UED","AIR L-A","United States","N"
1334,"Air Ukraine",NULL,"6U","UKR","AIR UKRAINE","Ukraine","N"
1335,"Air Umbria",NULL,"","UMB","AIR UMBRIA","Italy","N"
1336,"Atuneros Unidos de California",NULL,"","UND","ATUNEROS UNIDOS","Mexico","N"
1337,"Aeroclub Flaps",NULL,"","FLP","AEROCLUB FLAPS","Spain","N"
1338,"Aerolineas Galapagos (Aerogal)",NULL,"2K","GLG","AEROGAL","Ecuador","Y"
1339,"Air Castle Corporation / Global Airways",NULL,"","GLB","GLO-AIR","United States","N"
1340,"Alrosa Mirny Air Enterprise",NULL,"6R","DRU","MIRNY","Russia","Y"
1341,"Bearing Supplies Limited",NULL,"","PVO","PROVOST","United Kingdom","N"
1342,"Balkan Agro Aviation",NULL,"","BAA","BALKAN AGRO","Bulgaria","N"
1343,"Bahrain Air BSC (Closed)",NULL,"","BAB","AWAL","Bahrain","N"
1344,"BAC Leasing Limited",NULL,"","BAC"," ","United Kingdom","N"
1345,"BAE Systems",NULL,"","BAE","FELIX","United Kingdom","N"
1346,"Belgian Air Force",NULL,"","BAF","BELGIAN AIRFORCE","Belgium","N"
1347,"Baker Aviation",NULL,"8Q","BAJ","BAKER AVIATION","United States","N"
1348,"Blackhawk Airways",NULL,"","BAK","BLACKHAWK","United States","N"
1349,"Britannia Airways",NULL,"","BAL","BRITANNIA","United Kingdom","N"
1350,"Business Air Services",NULL,"","BAM","BUSINESS AIR","Canada","N"
1351,"British Antarctic Survey",NULL,"","BAN","PENGUIN","United Kingdom","N"
1352,"Bradly Air (Charter) Services",NULL,"","BAR","BRADLEY","Canada","N"
1353,"Bissau Airlines",NULL,"","BAU","AIR BISSAU","Guinea-Bissau","N"
1354,"Bay Aviation Ltd",NULL,"","BAV","BAY AIR","Bangladesh","N"
1355,"British Airways",NULL,"BA","BAW","SPEEDBIRD","United Kingdom","Y"
1356,"Best Aero Handling Ltd",NULL,"","BAX","","Russia","N"
1357,"Bayon Airlines",NULL,"","BAY","BAYON","Cambodia","N"
1358,"Bannert Air",NULL,"","BBA","BANAIR","Austria","N"
1359,"Biman Bangladesh Airlines",NULL,"BG","BBC","BANGLADESH","Bangladesh","Y"
1360,"Bluebird Cargo",NULL,"BF","BBD","BLUE CARGO","Iceland","N"
1361,"Beibars CJSC",NULL,"","BBS","BEIBARS","Kazakhstan","N"
1362,"Bravo Airlines",NULL,"","BBV","BRAVO EUROPE","Spain","N"
1363,"Blue Bird Aviation",NULL,"","BBZ","COBRA","Kenya","N"
1364,"BACH Flugbetriebsges",NULL,"B4","BCF","BACH","Austria","N"
1365,"Blue Islands",NULL,"","BCI","BLUE ISLAND","United Kingdom","N"
1366,"British Caribbean Airways",NULL,"","BCL","","United Kingdom","N"
1367,"British Charter",NULL,"","BCR","BACKER","United Kingdom","N"
1368,"BCT Aviation",NULL,"","BCT","BOBCAT","United Kingdom","N"
1369,"Business Aviation Center",NULL,"","BCV","BUSINESS AVIATION","Ukraine","N"
1370,"Blue Dart Aviation",NULL,"BZ","BDA","BLUE DART","India","N"
1371,"B&H Airlines",NULL,"JA","BON","Air Bosna","Bosnia and Herzegovina","N"
1372,"Bissau Discovery Flying Club",NULL,"","BDF","BISSAU DISCOVERY","Guinea-Bissau","N"
1373,"Belgian Army",NULL,"","AYB","BELGIAN ARMY","Belgium","N"
1374,"Badr Airlines",NULL,"","BDR","BADR AIR","Sudan","N"
1375,"Best Aviation Ltd",NULL,"","BEA","BEST AIR","Bangladesh","N"
1376,"Belgorod Aviation Enterprise",NULL,"","BED","BELOGORYE","Russia","N"
1377,"Bar Harbor Airlines",NULL,"","AJC","BAR HARBOR","United States","N"
1378,"Balear Express",NULL,"","BEF","BALEAR EXPRESS","Spain","N"
1379,"Bel Air Helicopters",NULL,"","BEH","BLUECOPTER","Denmark","N"
1380,"Berkut Air",NULL,"","BEK","BERKUT","Kazakhstan","N"
1381,"BETA - Brazilian Express Transportes Aereos",NULL,"","BET","BETA CARGO","Brazil","N"
1382,"Basler Flight Service",NULL,"","BFC","BASLER","United States","N"
1383,"Bear Flight",NULL,"","BFG","BEARFLIGHT","Sweden","N"
1384,"Buffalo Airways",NULL,"J4","BFL","BUFFALO","Canada","N"
1385,"Bombardier",NULL,"","BFO","BOMBARDIER","Canada","N"
1386,"Burkina Airlines",NULL,"","BFR","BURKLINES","Burkina Faso","N"
1387,"Business Flight Sweden",NULL,"","BFS","BUSINESS FLIGHT","Sweden","N"
1388,"Bahrain Defence Force",NULL,"","BFW","SUMMAN","Bahrain","N"
1389,"BH Air",NULL,"","BGH","BALKAN HOLIDAYS","Bulgaria","N"
1390,"British Gulf International",NULL,"","BGI","BRITISH GULF","S","N"
1391,"British Gulf International-Fez",NULL,"","BGK","GULF INTER","Kyrgyzstan","N"
1392,"Benin Golf Air",NULL,"A8","BGL","BENIN GOLF","Benin","N"
1393,"Bugulma Air Enterprise",NULL,"","BGM","BUGAVIA","Russia","N"
1394,"Budget Air Bangladesh",NULL,"","BGR","BUDGET AIR","Bangladesh","N"
1395,"Bergen Air Transport",NULL,"","BGT","BERGEN AIR","Norway","N"
1396,"Buddha Air",NULL,"","BHA","BUDDHA AIR","Nepal","N"
1397,"Balkh Airlines",NULL,"","BHI","SHARIF","Afghanistan","N"
1398,"Bristow Helicopters",NULL,"","BHL","BRISTOW","United Kingdom","N"
1399,"Bristow Helicopters Nigeria",NULL,"","BHN","BRISTOW HELICOPTERS","Nigeria","N"
1400,"Bhoja Airlines",NULL,"","BHO","BHOJA","Pakistan","N"
1401,"Belair Airlines",NULL,"4T","BHP","BELAIR","Switzerland","Y"
1402,"Bighorn Airways",NULL,"","BHR","BIGHORN AIR","United States","N"
1403,"Bahamasair",NULL,"UP","BHS","BAHAMAS","Bahamas","Y"
1404,"Bright Air",NULL,"","BHT","BRIGHTAIR","Netherlands","N"
1405,"Bringer Air Cargo Taxi Aereo",NULL,"E6","","","Brazil","N"
1406,"Balkan Bulgarian Airlines",NULL,"LZ","","",NULL,"Y"
1407,"BA Connect",NULL,"TH","","","United Kingdom","N"
1408,"Bosphorus European Airways",NULL,"","BHY","BOSPHORUS","Turkey","N"
1409,"Binair",NULL,"","BID","BINAIR","Germany","N"
1410,"Big Island Air",NULL,"","BIG","BIG ISLE","United States","N"
1411,"British International Helicopters",NULL,"BS","BIH","BRINTEL","United Kingdom","Y"
1412,"Billund Air Center",NULL,"","BIL","BILAIR","Denmark","N"
1413,"Boise Interagency Fire Center",NULL,"","BIN","BISON-AIR","United States","N"
1414,"Bird Leasing",NULL,"","BIR","BIRD AIR","United States","N"
1415,"Bizjet Ltd",NULL,"","BIZ","BIZZ","United Kingdom","N"
1416,"Baja Air",NULL,"","BJA","BAJA AIR","Mexico","N"
1417,"Baltic Jet Aircompany",NULL,"","BJC","BALTIC JET","Latvia","N"
1418,"Business Jet Solutions",NULL,"","BJS","SOLUTION","United States","N"
1419,"Bankair",NULL,"B4","BKA","BANKAIR","United States","N"
1420,"BF-Lento OY",NULL,"","BKF","BAKERFLIGHT","Finland","Y"
1421,"Barken International",NULL,"","BKJ","BARKEN JET","United States","N"
1422,"Bangkok Airways",NULL,"PG","BKP","BANGKOK AIR","Thailand","Y"
1423,"Bukovyna",NULL,"","BKV","BUKOVYNA","Ukraine","N"
1424,"Blue Bird Aviation",NULL,"","BLB","BLUEBIRD SUDAN","Sudan","N"
1425,"Bellesavia",NULL,"","BLC","BELLESAVIA","Belarus","N"
1426,"Blue Line",NULL,"","BLE","BLUE BERRY","France","N"
1427,"Blue1",NULL,"KF","BLF","BLUEFIN","Finland","Y"
1428,"Belgavia",NULL,"","BLG","BELGAVIA","Belgium","N"
1429,"Blue Horizon Travel Club",NULL,"","BLH","BLUE HORIZON","United States","N"
1430,"Blue Jet",NULL,"","BLJ","BLUEWAY","Spain","N"
1431,"Baltic Airlines",NULL,"","BLL","BALTIC AIRLINES","Russia","Y"
1432,"Blue Airways",NULL,"","BLM","BLUE ARMENIA","Armenia","N"
1433,"Bali International Air Service",NULL,"","BLN","BIAR","Indonesia","N"
1434,"Bearskin Lake Air Service",NULL,"JV","BLS","BEARSKIN","Canada","Y"
1435,"Baltic Aviation",NULL,"","BLT","BALTAIR","United States","N"
1436,"Bellview Airlines",NULL,"B3","BLV","BELLVIEW AIRLINES","Nigeria","Y"
1437,"bmi","bmi British Midland","BD","BMA","MIDLAND","United Kingdom","Y"
1438,"British Medical Charter",NULL,"","BMD","BRITISH MEDICAL","United Kingdom","N"
1439,"Briggs Marine Environmental Services",NULL,"","BME","BRIGGS","United Kingdom","N"
1440,"Bristow Masayu Helicopters",NULL,"","BMH","MASAYU","Indonesia","N"
1441,"bmibaby",NULL,"WW","BMI","BABY","United Kingdom","Y"
1442,"Bemidji Airlines",NULL,"CH","BMJ","BEMIDJI","United States","Y"
1443,"Bismillah Airlines",NULL,"5Z","BML","BISMILLAH","Bangladesh","N"
1444,"Bowman Aviation",NULL,"","BMN","BOWMAN","United States","N"
1445,"British Midland Regional",NULL,"","BMR","","United Kingdom","Y"
1446,"BMW",NULL,"","BMW","BMW-FLIGHT","Germany","N"
1447,"Banco de Mexico",NULL,"","BMX","BANXICO","Mexico","N"
1448,"Bond Offshore Helicopters",NULL,"","BND","BOND","United Kingdom","N"
1449,"Benina Air",NULL,"","BNE","BENINA AIR","Libya","N"
1450,"BN Group Limited",NULL,"","BNG","VECTIS","United Kingdom","N"
1451,"Blue Nile Ethiopia Trading",NULL,"","BNL","NILE TRADING","Ethiopia","N"
1452,"Bonair Aviation",NULL,"","BNR","BONAIR","Canada","N"
1453,"Bancstar - Valley National Corporation",NULL,"","BNS","BANCSTAR","United States","N"
1454,"Bentiu Air Transport",NULL,"","BNT","BENTIU AIR","Sudan","N"
1455,"Benane Aviation Corporation",NULL,"","BNV","BENANE","Mauritania","N"
1456,"British North West Airlines",NULL,"","BNW","BRITISH NORTH","United Kingdom","N"
1457,"Boniair",NULL,"","BOA","KUMANOVO","Macedonia","N"
1458,"Bond Air Services",NULL,"","BOD","UGABOND","Uganda","N"
1459,"Boeing",NULL,"","BOE","BOEING","United States","N"
1460,"Bordaire",NULL,"","BOF","BORDAIR","Canada","N"
1461,"Bookajet Limited",NULL,"","BOO","BOOKAJET","United Kingdom","N"
1462,"Bouraq Indonesia Airlines",NULL,"BO","BOU","BOURAQ","Indonesia","N"
1463,"Blue Panorama Airlines",NULL,"BV","BPA","BLUE PANOROMA","Italy","Y"
1464,"Berkhut ZK",NULL,"","BPK","VENERA","Kazakhstan","N"
1465,"Bundepolizei-Fliegertruppe",NULL,"","BPO","PIROL","Germany","N"
1466,"Budapest Aircraft Services/Manx2",NULL,"","BPS","BASE","Hungary","Y"
1467,"Bonus Aviation",NULL,"","BPT","BONUS","United Kingdom","N"
1468,"British Petroleum Exploration",NULL,"","BPX","","Colombia","N"
1469,"BRA-Transportes Aereos",NULL,"7R","BRB","BRA-TRANSPAEREOS","Brazil","N"
1470,"Brock Air Services",NULL,"","BRD","BROCK AIR","Canada","N"
1471,"Breeze Ltd",NULL,"","BRE","AVIABREEZE","Ukraine","N"
1472,"Bering Air",NULL,"8E","BRG","BERING AIR","United States","Y"
1473,"Briansk State Air Enterprise",NULL,"","BRK","BRIANSK-AVIA","Russia","N"
1474,"Branson Airlines",NULL,"","BRN","BRANSON","United States","N"
1475,"BASE Regional Airlines",NULL,"","BRO","COASTRIDER","Netherlands","N"
1476,"Brazilian Air Force",NULL,"","BRS","BRAZILIAN AIR FORCE","Brazil","Y"
1477,"British Regional Airlines",NULL,"","BRT","BRITISH","United Kingdom","N"
1478,"Belavia Belarusian Airlines",NULL,"B2","BRU","BELARUS AVIA","Belarus","Y"
1479,"Bravo Air Congo",NULL,"K6","BRV","BRAVO","Democratic Republic of the Congo","N"
1480,"Bright Aviation Services",NULL,"","BRW","BRIGHT SERVICES","Bulgaria","N"
1481,"Braniff International Airways",NULL,"BN","BNF","Braniff","United States","N"
1482,"Buffalo Express Airlines",NULL,"","BRX","BUFF EXPRESS","United States","N"
1483,"Burundayavia",NULL,"","BRY","BURAIR","Kazakhstan","N"
1484,"Bistair - Fez",NULL,"","BSC","BIG SHOT","Kyrgyzstan","N"
1485,"Blue Star Airlines",NULL,"","BSD","AIRLINES STAR","Mexico","N"
1486,"Brasair Transportes Aereos",NULL,"","BSI","BRASAIR","Brazil","N"
1487,"Blue Swann Aviation",NULL,"","BSJ","BLUE SWANN","United Kingdom","N"
1488,"Blue Sky Aviation",NULL,"","BSM","","Lebanon","N"
1489,"Bissau Aero Transporte",NULL,"","BSS","BISSAU AIRSYSTEM","Guinea-Bissau","N"
1490,"Best Air",NULL,"","BST","TUNCA","Turkey","N"
1491,"Blue Sky Airways",NULL,"","BSW","SKY BLUE","Czech Republic","N"
1492,"Big Sky Airlines",NULL,"GQ","BSY","BIG SKY","United States","N"
1493,"BAL Bashkirian Airlines",NULL,"V9","BTC","BASHKIRIAN","Russia","N"
1494,"Baltijas Helicopters",NULL,"","BTH","BALTIJAS HELICOPTERS","Latvia","N"
1495,"Baltyka",NULL,"","BTK","BALTYKA","Ukraine","N"
1496,"Baltia Air Lines",NULL,"","BTL","BALTIA FLIGHT","United States","N"
1497,"Botir-Avia",NULL,"","BTR","BOTIR-AVIA","Kyrgyzstan","N"
1498,"Business Express",NULL,"","GAA","BIZEX","United States","N"
1499,"BT-Slavuta",NULL,"","BTT","BEETEE-SLAVUTA","Ukraine","N"
1500,"Metro Batavia",NULL,"7P","BTV","BATAVIA","Indonesia","Y"
1501,"Bulgarian Air Charter",NULL,"","BUC","BULGARIAN CHARTER","Bulgaria","N"
1502,"Blue Airlines",NULL,"","BUL","BLUE AIRLINES","Democratic Republic of the Congo","N"
1503,"Buryat Airlines Aircompany",NULL,"","BUN","BURAL","Russia","N"
1504,"Buzz Stansted",NULL,"","BUZ","BUZZ","United Kingdom","N"
1505,"Buffalo Airways",NULL,"","BVA","BUFFALO AIR","United States","N"
1506,"Bulgarian Aeronautical Centre",NULL,"","BVC","BULGARIAN WINGS","Bulgaria","N"
1507,"Baron Aviation Services",NULL,"","BVN","SHOW-ME","United States","N"
1508,"Berjaya Air",NULL,"J8","BVT","BERJAYA","Malaysia","Y"
1509,"Bellview Airlines",NULL,"","BVU"," Sierra Leone",NULL,"N"
1510,"Blue Wings",NULL,"QW","BWG","BLUE WINGS","Germany","Y"
1511,"Blue Wing Airlines",NULL,"","BWI","BLUE TAIL","Suriname","N"
1512,"BWA (2002) Ltd",NULL,"","BWL","BRITWORLD","United Kingdom","N"
1513,"Bahrain Executive Air Services",NULL,"","BXA","BEXAIR","Bahrain","N"
1514,"Bar XH Air",NULL,"","BXH","PALLISER","Canada","N"
1515,"Brussels International Airlines",NULL,"","BXI","XENIA","Belgium","N"
1516,"BAX Global",NULL,"8W","","",NULL,"N"
1517,"Redding Aero Enterprises",NULL,"","BXR","BOXER","United States","N"
1518,"Berry Aviation",NULL,"","BYA","BERRY","United States","N"
1519,"Bylina Joint-Stock Company",NULL,"","BYL","BYLINA","Russia","N"
1520,"Berytos Airlines",NULL,"","BYR","","Lebanon","N"
1521,"Bayu Indonesia Air",NULL,"BM","BYE","BAYU","Indonesia","N"
1522,"Bizair Fluggesellschaft",NULL,"","BZA","BERLIN BEAR","Germany","N"
1523,"Brit Air",NULL,"DB","BZH","BRITAIR","France","Y"
1524,"Butane Buzzard Aviation Corporation",NULL,"","BZZ","BUZZARD","United Kingdom","N"
1525,"Business Flight Salzburg",NULL,"","AUJ","AUSTROJET","Austria","N"
1526,"BKS Air (Rivaflecha)",NULL,"","CKM","COSMOS","Spain","N"
1527,"Bristol Flying Centre",NULL,"","CLF","CLIFTON","United Kingdom","N"
1528,"Barnes Olsen Aeroleasing",NULL,"","CLN","SEELINE","United Kingdom","N"
1529,"Baltimore Air Transport",NULL,"","CPJ","CORPJET","United States","N"
1530,"Boston-Maine Airways",NULL,"E9","CXS","CLIPPER CONNECTION","United States","N"
1531,"Brussels Airlines","SN Brussels Airlines","SN","DAT","BEE-LINE","Belgium","Y"
1532,"Baltimore Airways",NULL,"","EAH","EASTERN","United States","N"
1533,"Bond Aviation",NULL,"","EBA","BOND AVIATION","Italy","N"
1534,"Brazilian Army Aviation",NULL,"","EXB","BRAZILIAN ARMY","Brazil","N"
1535,"Business Express Delivery",NULL,"","EXP","EXPRESS AIR","Canada","N"
1536,"Bel Limited",NULL,"","FOS","","Russia","N"
1537,"Bangkok Aviation Center",NULL,"","HAW","THAI HAWK","Thailand","N"
1538,"Benair",NULL,"","HAX","SCOOP","Norway","N"
1539,"Binter Canarias",NULL,"NT","IBB","","Spain","Y"
1540,"Bonyad Airlines",NULL,"","IRJ","BONYAD AIR","Iran","N"
1541,"Burundaiavia",NULL,"","IVR","RERUN","Kazakhstan","N"
1542,"Blue Air",NULL,"0B","JOR","BLUE TRANSPORT","Romania","Y"
1543,"British Mediterranean Airways",NULL,"KJ","LAJ","BEE MED","United Kingdom","Y"
1544,"Belle Air",NULL,"","LBY","ALBAN-BELLE","Albania","N"
1545,"Blom Geomatics",NULL,"","LED","SWEEPER","Norway","N"
1546,"Benin Littoral Airways",NULL,"","LTL","LITTORAL","Benin","N"
1547,"Bombardier Business Jet Solutions",NULL,"","LXJ","FLEXJET","United States","N"
1548,"Bulgaria Air",NULL,"FB","LZB","FLYING BULGARIA","Bulgaria","Y"
1549,"Brazilian Navy Aviation",NULL,"","MBR","BRAZILIAN NAVY","Brazil","N"
1550,"Barents AirLink",NULL,"8N","NKF","NORDFLIGHT","Sweden","Y"
1551,"Belgian Navy",NULL,"","NYB","BELGIAN NAVY","Belgium","N"
1552,"Bakoji Airlines Services",NULL,"","OGJ","BAKO AIR","Nigeria","N"
1553,"Benders Air",NULL,"","PEB","PALEMA","Sweden","N"
1554,"Balmoral Central Contracts",NULL,"","PNT","PORTNET","South Africa","N"
1555,"BGB Air",NULL,"","POI","BOJBAN","Kazakhstan","N"
1556,"Butte Aviation",NULL,"","PPS","PIPESTONE","United States","N"
